fact_id,food_beverage_id,polymer_id,biocoagulation_id,biological_sample_id,food_item,food_category,sample_preparation,quality_parameter,particle_number_numeric,size_range_um_standardized,polymer_type_standardized,detection_method_standardized,source_table
MP_0178,FW_0178,POLY_178,BC_178,BS_178,Sea urnich (P. lividus),Marine animal origin,"Drying: (60°C, 24 h); density separation: NaCl (ρ = 1.2 g /mL); filtration; digestion; 15% H2O2","Recovery (<100 µm >90%, > 100 µm 95%)",1,15–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0179,FW_0179,POLY_179,BC_179,BS_179,Seabass (D. labrax),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 24–48 h)",Not Reported,0.18,6–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0180,FW_0180,POLY_180,BC_180,BS_180,Seabass (D. labrax),Marine animal origin,"Digestion: 10% KOH (60°C, 24h)",Not Reported,0.4,Not Reported,PE,Optical microscopy,food_water_beverages
MP_0181,FW_0181,POLY_181,BC_181,BS_181,Seabass (L. maculatus),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 72 h)",Not Reported,0,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0182,FW_0182,POLY_182,BC_182,BS_182,Shad (A. chacunda),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0.03,115–210 µm,PE,Optical microscopy,food_water_beverages
MP_0183,FW_0183,POLY_183,BC_183,BS_183,Shrimp (A. djedaba),Marine animal origin,"Digestion: 10% KOH (40°C, 48 h)",Not Reported,8,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0184,FW_0184,POLY_184,BC_184,BS_184,Shrimp (C. affinis),Marine animal origin,"Digestion: 65% HNO3 + 30% H2O2 (1:3, v/v); density separation: NaI solution (ρ = 1.8 g/mL)",Not Reported,8.6,50–5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0185,FW_0185,POLY_185,BC_185,BS_185,Shrimp (C. allmanni),Marine animal origin,Digestions: 10% KOH (50°C overnight); density separation: NaCl (ρ = 1.2 g/cm3),Not Reported,1.8,43–9000 µm,PE,Optical microscopy,food_water_beverages
MP_0186,FW_0186,POLY_186,BC_186,BS_186,Shrimp (F. indicus),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0.39,157–2785 µm,PA,Optical microscopy,food_water_beverages
MP_0187,FW_0187,POLY_187,BC_187,BS_187,Shrimp (F. indicus),Marine animal origin,"Digestion: 10% KOH (60 °C, 24 h)",Not Reported,0,130–286 µm,PP,Optical microscopy,food_water_beverages
MP_0188,FW_0188,POLY_188,BC_188,BS_188,Shrimp (M. affini),Marine animal origin,"Digestion: 10% KOH ( 80 rpm, 60°C, 48 h); density separation: NaI saturated solution",Not Reported,1.02,Not Reported,PET,Optical microscopy,food_water_beverages
MP_0189,FW_0189,POLY_189,BC_189,BS_189,Shrimp (M. dobsoni),Marine animal origin,"Digestion: 10% KOH (60 °C, 24 h)",Not Reported,0,130–286 µm,PP,Optical microscopy,food_water_beverages
MP_0190,FW_0190,POLY_190,BC_190,BS_190,Shrimp (M. monocerous),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h); density separation: NaCl (ρ = 1.2 g/mL)",Not Reported,7.8,< 5000 µm,PA,Optical microscopy,food_water_beverages
MP_0191,FW_0191,POLY_191,BC_191,BS_191,Shrimp (P. hardwickii),Marine animal origin,"Digestion: 10% KOH + 30% H2O2 (60°C, 24 h)",Not Reported,0.95,74–2000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0192,FW_0192,POLY_192,BC_192,BS_192,Shrimp (P. monodon),Marine animal origin,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h); density separation: NaCl (ρ = 1.2 g/mL)",Not Reported,6.6,< 5000 µm,PA,Optical microscopy,food_water_beverages
MP_0193,FW_0193,POLY_193,BC_193,BS_193,Shrimp (S. mantis),Marine animal origin,"Drying: (60°C, 24 h); density separation: NaCl (ρ = 1.2 g /mL); filtration; digestion; 15% H2O2","Recovery (<100 µm >90%, > 100 µm 95%)",1.25,12–5000 µm,PE,Optical microscopy,food_water_beverages
MP_0194,FW_0194,POLY_194,BC_194,BS_194,Shrimp paste,Marine animal origin,Digestion: 30% H2O2 (55–65 ℃); density separation: NaCl (ρ = 250 g/mL),Not Reported,0.6,101–2000 µm,PET,Visual identification,food_water_beverages
MP_0195,FW_0195,POLY_195,BC_195,BS_195,Silver sillago (S. sihama),Marine animal origin,"Digestion: 30% H2O2 (65°C, 24–48 h)",Not Reported,0,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0196,FW_0196,POLY_196,BC_196,BS_196,"Snapper (L. johni, L. malabaricus, L. fulviflammus)",Marine animal origin,"Digestion: 30% H2O2 (65°C, 24–48 h)",Not Reported,0,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0197,FW_0197,POLY_197,BC_197,BS_197,Spangled emperor (L. nebulosus),Marine animal origin,"Digestion: 30% H2O2 (65°C, 24–48 h)",Not Reported,0,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0198,FW_0198,POLY_198,BC_198,BS_198,Squid (N. gouldi),Marine animal origin,"Digestion: 10% KOH (135 rpm, 60°C, 24 h); ASE dichloromethane (180°C, 1500 psi)","Recovery (PS 83.1 ± 17.9, PE 85.7 ± 6.5, PP 78.3 ± 18.5, PVC 86.5 ± 13.1, PMMA 100.7 ± 14.5, PET 32.1 ± 11); Linearity and linearity range (R2 ≥ 0.98, 0.02 - 10 μg); LOD (PS 0.05 - 0.70 μg, PE 0.62 - 8.05 μg, PVC 0.81 -10.82 μg, PP 0.07 - 10.82 μg, PMMA 0.74 - 13.96 μg); LOQ (PS 0.07 - 0.96 μg, PE 0.72 - 9.41 μg, PVC 0.83 - 10.93 μg, PP 0.19 - 2.45 μg, PMMA 1.86 - 24.29 μg)",0,Not Reported,PS,Py-GC/MS,food_water_beverages
MP_0199,FW_0199,POLY_199,BC_199,BS_199,Squid (U. duvaucelii),Marine animal origin,"Digestion: 10% KOH (60 °C, 24 h)",Not Reported,0.18,130–286 µm,PP,Optical microscopy,food_water_beverages
MP_0200,FW_0200,POLY_200,BC_200,BS_200,Thryssa (T. dussumieri),Marine animal origin,"Digestion: 10% KOH (60°C, 24 h)",Not Reported,0.1,115–210 µm,PE,Optical microscopy,food_water_beverages
MP_0201,FW_0201,POLY_201,BC_201,BS_201,Trevally (C. malabaricus),Marine animal origin,"Digestion: 30% H2O2 (65°C, 24–48 h)",Not Reported,0,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0202,FW_0202,POLY_202,BC_202,BS_202,Tuna (Canned in brine),Marine animal origin,"Digestion: 10% KOH (40 °C, 24 h)",Not Reported,0.22,Fibers 1–5 mm; Fragments 10–50 µm; Films 100–500 µm,PET,Optical microscopy,food_water_beverages
MP_0203,FW_0203,POLY_203,BC_203,BS_203,Tuna (Canned in olive oil),Marine animal origin,"Digestion: 10% KOH (40 °C, 24 h)",Not Reported,0.09,Fibers 1–5 mm; Fragments 10–50 µm; Films 100–500 µm,PET,Optical microscopy,food_water_beverages
MP_0204,FW_0204,POLY_204,BC_204,BS_204,Tuna (Canned in soybean oil),Marine animal origin,"Digestion: 10% KOH (40 °C, 24 h)",Not Reported,0.07,Fibers 1–5 mm; Fragments 10–50 µm; Films 100–500 µm,PET,Optical microscopy,food_water_beverages
MP_0205,FW_0205,POLY_205,BC_205,BS_205,Tuna (Canned in sunflower oil),Marine animal origin,"Digestion: 10% KOH (40 °C, 24 h)",Not Reported,0.27,Fibers 1–5 mm; Fragments 10–50 µm; Films 100–500 µm,PET,Optical microscopy,food_water_beverages
MP_0206,FW_0206,POLY_206,BC_206,BS_206,Tuna (T. tonggol).,Marine animal origin,"Digestion: 30% H2O2 (65°C, 24–48 h)",Not Reported,0,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0207,FW_0207,POLY_207,BC_207,BS_207,Urchin,Marine animal origin,"Digestion: 10% KOH (60 rpm, 40°C, 48 h)",Not Reported,2.2,27–4742 µm,CP,Optical microscopy,food_water_beverages
MP_0208,FW_0208,POLY_208,BC_208,BS_208,Urchin (B. lyrifera),Marine animal origin,Digestions: 10% KOH (50°C overnight); density separation: NaCl (ρ = 1.2 g/cm3),Not Reported,1.8,42–9000 µm,PE,Optical microscopy,food_water_beverages
MP_0209,FW_0209,POLY_209,BC_209,BS_209,Chicken breast (Packaged in extruded polyestere tray),Terrestrial animal origin,Rinse: water,Not Reported,4,300 – 450 µm,XPS,Optical microscopy,food_water_beverages
MP_0210,FW_0210,POLY_210,BC_210,BS_210,Chicken crop,Terrestrial animal origin,Density separation: demineralized water,Not Reported,1.5,100 – 5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0211,FW_0211,POLY_211,BC_211,BS_211,Chicken gizzard,Terrestrial animal origin,Density separation: demineralized water,Not Reported,6.1,1000 – 5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0212,FW_0212,POLY_212,BC_212,BS_212,Milk,Terrestrial animal origin,Warming,Not Reported,3,100 – 5000 µm,PES,SEM-EDS,food_water_beverages
MP_0213,FW_0213,POLY_213,BC_213,BS_213,Milk (Skimmed),Terrestrial animal origin,Dilution: 1:1 v/v distilled water; sieving (250 µm); digestion: 30% H2O2; sieving (250 µm),Not Reported,16,Fibers; 13.45 – 6742.48 µm; Particles: ; 2.48 – 247.54 µm,PE,Optical microscopy,food_water_beverages
MP_0214,FW_0214,POLY_214,BC_214,BS_214,Terrestrail snail  (H. pomatia),Terrestrial animal origin,"Digestion: 22.5M HNO3 (60°C, 2h)",Not Reported,0.01,100 – 2500 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0215,FW_0215,POLY_215,BC_215,BS_215,Terrestrial snail (H. aspersa),Terrestrial animal origin,"Digestion: 22.5M HNO3 (60°C, 2h)",Not Reported,0.1,100 – 2500 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0216,FW_0216,POLY_216,BC_216,BS_216,Terrestrial snails (H. aperta),Terrestrial animal origin,"Digestion: 22.5M HNO3 (60°C, 2h)",Not Reported,0.04,100 – 2500 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0217,FW_0217,POLY_217,BC_217,BS_217,Turkey escalopes (Packaged in extruded polyestere tray),Terrestrial animal origin,Rinse: water,Not Reported,4,300 – 450 µm,XPS,Optical microscopy,food_water_beverages
MP_0218,FW_0218,POLY_218,BC_218,BS_218,Apple (M. domestica),Plant origin,"Exsication (80°C, 24h); digestion: 65% HNO3; density separation: dichloromethane, centrifugation",LOD (4.89*10^(3)),195500,1.51 – 2.52 µm,UNKNOWN,SEM-EDX,food_water_beverages
MP_0219,FW_0219,POLY_219,BC_219,BS_219,Broccoli (B. oleracea italica),Plant origin,"Exsication (80°C, 24h); digestion: 65% HNO3; density separation: dichloromethane, centrifugation",LOD (4.89*10^(3)),126150,1.51 – 2.52 µm,UNKNOWN,SEM-EDX,food_water_beverages
MP_0220,FW_0220,POLY_220,BC_220,BS_220,Carrot (D. carota),Plant origin,"Exsication (80°C, 24h); digestion: 65% HNO3; density separation: dichloromethane, centrifugation",LOD (4.89*10^(3)),101950,1.51 – 2.52 µm,UNKNOWN,SEM-EDX,food_water_beverages
MP_0221,FW_0221,POLY_221,BC_221,BS_221,Lettuce (L. sativa),Plant origin,"Exsication (80°C, 24h); digestion: 65% HNO3; density separation: dichloromethane, centrifugation",LOD (4.89*10^(3)),50550,1.51 – 2.52 µm,UNKNOWN,SEM-EDX,food_water_beverages
MP_0222,FW_0222,POLY_222,BC_222,BS_222,Nori seaweed (Pyropia spp. - Packed end product),Plant origin,"Digestion: 0.1% cellulase (pH 4.5 - 6.0, 80 rpm, 55℃, 1 h) + alcalase (pH 6.0–7.0, 80 rpm, 55 ℃, 1 h) + 30% H2O2 (80 rpm, 65 ℃, 72 h); density separation: saturated NaCl solution",Not Reported,0.9,110 – 4970 µm,PES,Optical microscopy,food_water_beverages
MP_0223,FW_0223,POLY_223,BC_223,BS_223,Pear (P. communi ),Plant origin,"Exsication (80°C, 24h); digestion: 65% HNO3; density separation: dichloromethane, centrifugation",LOD (4.89*10^(3)),189550,1.51 – 2.52 µm,UNKNOWN,SEM-EDX,food_water_beverages
MP_0224,FW_0224,POLY_224,BC_224,BS_224,Lake salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); density separation: 4 M NaI (ρ = 1.8 g/mL)",Not Reported,8,Not Reported,PE,Optical microscopy,food_water_beverages
MP_0225,FW_0225,POLY_225,BC_225,BS_225,Lake salt,Salt,"1st digestion (sample): 17.25% H2O2 (120 rpm, 60°C, 72 h); dissolution in filtered water (5:1 v/w). 2nd digestion (precipitate): 35% H2O2 (120 rpm, 60°C, 24 h)",DL (PET fibers: 0.72 items/kg; other MP 0 items/kg),28,100 – 5000 µm,PP,Optical microscopy,food_water_beverages
MP_0226,FW_0226,POLY_226,BC_226,BS_226,Lake salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); dissolution: water (3:1 v/w)",Not Reported,43,45 – 4300 µm,PET,Optical microscopy,food_water_beverages
MP_0227,FW_0227,POLY_227,BC_227,BS_227,Rock salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); density separation: 4 M NaI (ρ = 1.8 g/mL)",Not Reported,9,Not Reported,PP,Optical microscopy,food_water_beverages
MP_0228,FW_0228,POLY_228,BC_228,BS_228,Rock salt,Salt,"1st digestion (sample): 17.25% H2O2 (120 rpm, 60°C, 72 h); dissolution in filtered water (5:1 v/w). 2nd digestion (precipitate): 35% H2O2 (120 rpm, 60°C, 24 h)",DL (PET fibers: 0.72 items/kg; other MP 0 items/kg),0,100 – 5000 µm,PET,Optical microscopy,food_water_beverages
MP_0229,FW_0229,POLY_229,BC_229,BS_229,Rock/well salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); dissolution: water (3:1 v/w)",Not Reported,7,45 – 4300 µm,PET,Optical microscopy,food_water_beverages
MP_0230,FW_0230,POLY_230,BC_230,BS_230,Salt,Salt,Dissolution: deionized water 10:1 v/w; density separation: NaI solution,Recovery (95%),10,160 – 980 µm,PP,Optical microscopy,food_water_beverages
MP_0231,FW_0231,POLY_231,BC_231,BS_231,Salt,Salt,Dissolution: distilled water (20:1 v/w),Not Reported,212,100 – 5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0232,FW_0232,POLY_232,BC_232,BS_232,Salt,Salt,Dissolution: filtered water (1:8 v/w),Not Reported,9.77,89.7 – 1474.9 µm,PP,Optical microscopy,food_water_beverages
MP_0233,FW_0233,POLY_233,BC_233,BS_233,Salt,Salt,Dissolution: deionized water (3:1 v/w),Not Reported,1570,4 – 4628 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0234,FW_0234,POLY_234,BC_234,BS_234,Salt,Salt,Dissolution: deionized water (3:1 v/w),LOQ (2.8 items/kg),70,10 – 150 µm,PET,µ-FTIR,food_water_beverages
MP_0235,FW_0235,POLY_235,BC_235,BS_235,Salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); dissolution: water (4:1 v/w)",Not Reported,103,Not Reported,PES,Optical microscopy,food_water_beverages
MP_0236,FW_0236,POLY_236,BC_236,BS_236,Salt,Salt,Dissolution: water (20:3 v/w),Not Reported,6.7,390 – 9360 µm,POLYVINYL,Optical microscopy,food_water_beverages
MP_0237,FW_0237,POLY_237,BC_237,BS_237,Sea salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); density separation: 4 M NaI (ρ = 1.8 g/mL)",Not Reported,16,Not Reported,PU,Optical microscopy,food_water_beverages
MP_0238,FW_0238,POLY_238,BC_238,BS_238,Sea salt,Salt,"Dissolution: distilled water; centrifugation (1900 rpm, 1 h)",Not Reported,50,30 – 3500 µm,PET,Optical microscopy,food_water_beverages
MP_0239,FW_0239,POLY_239,BC_239,BS_239,Sea salt,Salt,"1st digestion (sample): 17.25% H2O2 (120 rpm, 60°C, 72 h); dissolution in filtered water (5:1 v/w). 2nd digestion (precipitate): 35% H2O2 (120 rpm, 60°C, 24 h)",DL (PET fibers: 0.72 items/kg; other MP 0 items/kg),0,100 – 5000 µm,PE,Optical microscopy,food_water_beverages
MP_0240,FW_0240,POLY_240,BC_240,BS_240,Sea salts,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24 h + rt, 48 h); dissolution: water (3:1 v/w)",Not Reported,550,45 – 4300 µm,PET,Optical microscopy,food_water_beverages
MP_0241,FW_0241,POLY_241,BC_241,BS_241,Table salt,Salt,"Digestion: 30% H2O2 (80 rpm, 65°C, 24h); dissolution: distilled water",Not Reported,0.67,3.3 – 4660 µm,PVA,Optical microscopy,food_water_beverages
MP_0242,FW_0242,POLY_242,BC_242,BS_242,Table salt,Salt,"Digestion: 30% H2O2 (65°C, 24 h); dissolution: MilliQ water (80:1 v/w)",Not Reported,467,Not Reported,PA,Optical microscopy,food_water_beverages
MP_0243,FW_0243,POLY_243,BC_243,BS_243,Well salt,Salt,"Dissolution: distilled water; centrifugation (1900 rpm, 1 h)",Not Reported,115,30 – 3500 µm,PET,Optical microscopy,food_water_beverages
MP_0244,FW_0244,POLY_244,BC_244,BS_244,Cane sugar (Unrefined),Honey and Sugar,"Dissolution: deionized water; digestion: 30% H2O2 (rt, 24 h)",Not Reported,560,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0245,FW_0245,POLY_245,BC_245,BS_245,Honey,Honey and Sugar,"Dissolution: deionized water; digestion: 30% H2O2 (rt, 24 h); staining: Rose Bengal",Not Reported,10,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0246,FW_0246,POLY_246,BC_246,BS_246,Honey,Honey and Sugar,"Dissolution: water (1:1 v/v); digestion: 30% H2O2 (50°C, 1h + rt, 72 h)",Recovery (results not reported),0,>30 µm,PET,Optical microscopy,food_water_beverages
MP_0247,FW_0247,POLY_247,BC_247,BS_247,Honey,Honey and Sugar,"Digestion: 30% H2O2 (rt, 72 h)",Not Reported,40,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0248,FW_0248,POLY_248,BC_248,BS_248,Honey (craft),Honey and Sugar,Dilution: 1:1 v/v distilled water; sieving (250 µm); digestion: 30% H2O2; sieving (250 µm),Not Reported,36,Fibers: ; 13.45 – 6742.48 µm; Particles: ; 2.48 – 247.54 µm,PE,Optical microscopy,food_water_beverages
MP_0249,FW_0249,POLY_249,BC_249,BS_249,Honey (industrial ),Honey and Sugar,Dilution: 1:1 v/v distilled water; sieving (250 µm); digestion: 30% H2O2; sieving (250 µm),Not Reported,22,Fibers: ; 13.45 – 6742.48 µm ; Particles: ; 2.48 – 247.54 µm,PE,Optical microscopy,food_water_beverages
MP_0250,FW_0250,POLY_250,BC_250,BS_250,Sugar (Refined),Honey and Sugar,"Dissolution: deionized water; digestion: 30% H2O2 (rt, 24 h)",Not Reported,217,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0251,FW_0251,POLY_251,BC_251,BS_251,Beer,Water and Beverages,Staining: 200 mg/L Rose Bengal,Not Reported,4.05,100 – 5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0252,FW_0252,POLY_252,BC_252,BS_252,Beer,Water and Beverages,Not Reported,Not Reported,2,Not Reported,UNKNOWN,Optical microscopy,food_water_beverages
MP_0253,FW_0253,POLY_253,BC_253,BS_253,Beer,Water and Beverages,Not Reported,Not Reported,28,103 – 3000 µm,PA,Optical microscopy,food_water_beverages
MP_0254,FW_0254,POLY_254,BC_254,BS_254,Beer (Craft),Water and Beverages,Dilution: 1:1 v/v distilled water; sieving (250 µm); digestion: 30% H2O2; sieving (250 µm),Not Reported,8,Fibers: ; 13.45 – 6742.48 µm; Particles: ; 2.48 – 247.54 µm,PE,Optical microscopy,food_water_beverages
MP_0255,FW_0255,POLY_255,BC_255,BS_255,Beer (Industrial ),Water and Beverages,Dilution: 1:1 v/v distilled water; sieving (250 µm); digestion: 30% H2O2; sieving (250 µm),Not Reported,29,Fibers: ; 13.45 – 6742.48 µm; Particles: ; 2.48 – 247.54 µm,PE,Optical microscopy,food_water_beverages
MP_0256,FW_0256,POLY_256,BC_256,BS_256,Bottled water,Water and Beverages,Staining: 200 mg/L Rose Bengal,Not Reported,3.57,100 – 5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0257,FW_0257,POLY_257,BC_257,BS_257,Bottled water,Water and Beverages,Staining: 20  µg/mL Rose Bengal (30 min),Not Reported,0,1280 – 4200 µm,PE,Miscroscopic observation,food_water_beverages
MP_0258,FW_0258,POLY_258,BC_258,BS_258,Bottled water,Water and Beverages,Staining: 10 μg/mL Nile red (30 min),Not Reported,325,>6.5 µm,PP,Optical microscopy,food_water_beverages
MP_0259,FW_0259,POLY_259,BC_259,BS_259,Bottled water,Water and Beverages,Not Reported,Not Reported,2,25 – 5000 µm,PP,µ-FTIR,food_water_beverages
MP_0260,FW_0260,POLY_260,BC_260,BS_260,Bottled water,Water and Beverages,"Digestion: 65% HNO3; density separation: water + dichloromethane, centrifugation",Percentage variation coefficient (CV% = 15.6%); Recovery (128.0%); LOQ (1.63*10^(2) items/L),3.16,1.28 – 4.2 µm,UNKNOWN,SEM-EDX,food_water_beverages
MP_0261,FW_0261,POLY_261,BC_261,BS_261,"Bottled water (""Newish"" reusable PET bottles)",Water and Beverages,Not Reported,Not Reported,2689,> 1 µm,PET,µ-Raman,food_water_beverages
MP_0262,FW_0262,POLY_262,BC_262,BS_262,"Bottled water (""Older"" reusable PET bottles)",Water and Beverages,Not Reported,Not Reported,8339,> 1 µm,PET,µ-Raman,food_water_beverages
MP_0263,FW_0263,POLY_263,BC_263,BS_263,Bottled water (Beverage cartons),Water and Beverages,Not Reported,Not Reported,11,1 – 500 µm,PE,µ-Raman,food_water_beverages
MP_0264,FW_0264,POLY_264,BC_264,BS_264,Bottled water (Glass bottles),Water and Beverages,Not Reported,Not Reported,6292,> 1 µm,PE,µ-Raman,food_water_beverages
MP_0265,FW_0265,POLY_265,BC_265,BS_265,Bottled water (Glass bottles),Water and Beverages,Not Reported,Not Reported,50,1 – 500 µm,PEST,µ-Raman,food_water_beverages
MP_0266,FW_0266,POLY_266,BC_266,BS_266,Bottled water (Glass bottles),Water and Beverages,Not Reported,Not Reported,52,104 – 3000 µm,PA,Optical microscopy,food_water_beverages
MP_0267,FW_0267,POLY_267,BC_267,BS_267,Bottled water (Mineral water),Water and Beverages,Staining: 100  µg/mL 1-pyrenebutyric acid N-hydroxysuccinimidyl ester (PBN),Recovery (PA 97.7 ± 6.2%) ; Working range particle size (15 - 3000 μm),12,40 – 723 µm,UNKNOWN,Fluorescence microscopy,food_water_beverages
MP_0268,FW_0268,POLY_268,BC_268,BS_268,Bottled water (Returnable bottles),Water and Beverages,Not Reported,Not Reported,118,1 – 500 µm,PEST,µ-Raman,food_water_beverages
MP_0269,FW_0269,POLY_269,BC_269,BS_269,Bottled water (Single use PET bottles),Water and Beverages,"Staining: 1 μg/L Nile red (30°C, 30 min)",Not Reported,140,>6.5 µm,PET,Optical microscopy,food_water_beverages
MP_0270,FW_0270,POLY_270,BC_270,BS_270,Bottled water (Single use PET bottles),Water and Beverages,Not Reported,Not Reported,2649,> 1 µm,PET,µ-Raman,food_water_beverages
MP_0271,FW_0271,POLY_271,BC_271,BS_271,"Bottled water (Single use PET bottles, HDPE cap)",Water and Beverages,Not Reported,"Recovery (PS 16*10^(6) items/L 97%, PS 16*10^(5) items/L 152%, PS 16*10^(4) items/L = 146%)",0,≤3 µm,UNKNOWN,SEM-EDS,food_water_beverages
MP_0272,FW_0272,POLY_272,BC_272,BS_272,Bottled water (Single-use bottles),Water and Beverages,Not Reported,Not Reported,14,1 – 500 µm,PEST,µ-Raman,food_water_beverages
MP_0273,FW_0273,POLY_273,BC_273,BS_273,Bottled water (Sparkling water),Water and Beverages,Staining: 100  µg/mL 1-pyrenebutyric acid N-hydroxysuccinimidyl ester (PBN),Recovery (PA 97.7 ± 6.2%); Working range particle size (15 - 3000 μm),6,40 – 723 µm,UNKNOWN,Fluorescence microscopy,food_water_beverages
MP_0274,FW_0274,POLY_274,BC_274,BS_274,Drinking water,Water and Beverages,"Digestion: 37 % HCl (pH 1.3 - 1.5, rt, 24 - 48 h)","LOD (size 10 µm); Recovery (PE 22–27 μm 100% filter 55 ± 14%, PE 22–27 μm 50% filter 53 ± 14%, PE 45–53 μm 100% filter 70 ± 15%,  PE 45-53 μm 50% filter 89 ± 28%)",0,>10 µm,UNKNOWN,µ-Raman spectroscopy,food_water_beverages
MP_0275,FW_0275,POLY_275,BC_275,BS_275,Drinking water (High-performance drinking water treatment plant),Water and Beverages,Density separation: sodium polytungstate solution (ρ = 1.8 g/mL),"Py-GCMS: LOQ (PS 1.2 µg, PP 1.9 µg, PVC 2.3 µg, PE 1.8 µg, PET 3.5 µg, PA-66 1.3 µg, PMMA 3.3 µg, PC 3.2 µg); ; LOD (LOQ/10)",0.174,8 – 374 µm,PA,µ-FTIR,food_water_beverages
MP_0276,FW_0276,POLY_276,BC_276,BS_276,Energy drink,Water and Beverages,Not Reported,Not Reported,6,102 – 3000 µm,PA,Optical microscopy,food_water_beverages
MP_0277,FW_0277,POLY_277,BC_277,BS_277,Groundwater,Water and Beverages,Not Reported,Recovery (81% ± 11%); LOQ (1880 items/m3),0,5 – 1000 µm,PE,µ-Raman,food_water_beverages
MP_0278,FW_0278,POLY_278,BC_278,BS_278,Iced tea,Water and Beverages,Not Reported,Not Reported,1,100 – 3000 µm,PA,Optical microscopy,food_water_beverages
MP_0279,FW_0279,POLY_279,BC_279,BS_279,Refreshing beverages,Water and Beverages,Dilution: 1:1 v/v distilled water; sieving (250 µm); digestion: 30% H2O2; sieving (250 µm),Not Reported,8,Fibers: ; 13.45 – 6742.48 µm; Particles: ; 2.48 – 247.54 µm,PE,Optical microscopy,food_water_beverages
MP_0280,FW_0280,POLY_280,BC_280,BS_280,Soft drink,Water and Beverages,Not Reported,Not Reported,7,101 – 3000 µm,PA,Optical microscopy,food_water_beverages
MP_0281,FW_0281,POLY_281,BC_281,BS_281,Tap water,Water and Beverages,Staining: 200 mg/L Rose Bengal,Not Reported,5.45,100 – 5000 µm,UNKNOWN,Optical microscopy,food_water_beverages
MP_0282,FW_0282,POLY_282,BC_282,BS_282,Tap water,Water and Beverages,Not Reported,Recovery (81% ± 11%); LOQ (1880 items/m3),0,5 – 1000 µm,PE,µ-Raman,food_water_beverages
MP_0283,FW_0283,POLY_283,BC_283,BS_283,Tap water,Water and Beverages,"Digestion: 1.17 g/L HCl (24 h); staining: 5  µg/mL Nile red (rt, 30 min)",Not Reported,0,3 – 4453 µm,PE,Fluorescence microscopy,food_water_beverages
MP_0284,FW_0284,POLY_284,BC_284,BS_284,Tap water,Water and Beverages,Not Reported,Not Reported,0.3,Not Reported,RY,Optical microscopy,food_water_beverages
MP_0285,FW_0285,POLY_285,BC_285,BS_285,Tap water (Output of water treatment plant),Water and Beverages,Not Reported,Not Reported,0.06,20 – 5000 µm,PES,Optical microscopy,food_water_beverages
MP_0286,FW_0286,POLY_286,BC_286,BS_286,Tap water (Treated),Water and Beverages,Not Reported,Not Reported,0.0007,50 – 150 µm,PES,µ-FTIR,food_water_beverages
MP_0287,FW_0287,POLY_287,BC_287,BS_287,Tap water (Treated),Water and Beverages,"Digestion: 30% H2O2 (75°C, 30 min)",Not Reported,338,>1 µm,PET,SEM,food_water_beverages
